name,target_rva,target_size,source,notes
??1CritterEmitterUpdateModuleDataUnknownB4@@QAE@XZ,0x001FA220,203,Code/GameEngine/Source/Common/CritterEmitterUpdateModuleDataDestructorThunk.cpp,reloc-derived;call-sites=1;identity=real
?_M_insert_overflow@?$vector@UGen_t_001fa830_p12cd@@V?$allocator@UGen_t_001fa830_p12cd@@@_STL@@@_STL@@IAEXPAUGen_t_001fa830_p12cd@@ABU3@ABU__false_type@2@I_N@Z,0x001FA5B0,281,Code/gen_small/tgrid_107.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_001fad50@@UAE@XZ,0x001FAD80,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_001fc680@@UAE@XZ,0x001FC330,56,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_001ff190@@UAE@XZ,0x001FEB50,178,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00200350@@UAE@XZ,0x00200160,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1InstantDeathBehaviorModuleDataAllocator@@QAE@XZ,0x00201590,143,Code/GameEngine/Source/Common/InstantDeathBehaviorModuleDataDestructorThunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00201cc0@@UAE@XZ,0x00201AE0,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00203d80@@UAE@XZ,0x00203BC0,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002046e0@@UAE@XZ,0x002043A0,32,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
?gen00206CB0@Gen00206CB0_002B2070@@QAEXXZ,0x00206CB0,657,Code/GameEngine/Source/Common/TailPairForwarders.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0020cd70@@UAE@XZ,0x0020CC30,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00210b70@@UAE@XZ,0x0020F8E0,178,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00216360@@UAE@XZ,0x002161B0,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00216890@@UAE@XZ,0x00216760,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00216c90@@UAE@XZ,0x00216AF0,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002174d0@@UAE@XZ,0x00217320,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00217700@@UAE@XZ,0x00217620,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00219c40@@UAE@XZ,0x00219290,77,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
?handle@Gen0021CE60@@QAEXH@Z,0x0021CE60,214,Code/GameEngine/Source/Common/R1ForwardToStoredObject.cpp,reloc-derived;call-sites=1;identity=generated
?bfmeAccept@Gen_00248BE0@@AAEXPAVBfmeSeedTarget@@@Z,0x0021DAA0,400,Code/GameEngine/Source/Common/S3VersionBlocks.cpp,reloc-derived;call-sites=1;identity=generated
?findClosestFreeGarrisonPointIndex@GarrisonContain@@IAEHHPBUCoord3D@@@Z,0x0021DDA0,653,Code/GameEngine/Source/GameLogic/Object/Contain/GarrisonContainTrackTargets.cpp,reloc-derived;call-sites=1;identity=real
?bfmeAccept@Gen_0022A170@@AAEXPAVBfmeSeedTarget@@@Z,0x0022C2A0,559,Code/GameEngine/Source/Common/S3SeedPairsSweep.cpp,reloc-derived;call-sites=1;identity=generated
?finish@Rva0022BDE0Obj@@QAEXPAVObject@@@Z,0x0022E340,987,Code/GameEngine/Source/Common/Rva0022BDE0Apply.cpp,reloc-derived;call-sites=1;identity=generated
??$__copy_backward@PAUGen_t_00234a50_p128pod@@PAU1@H@_STL@@YAPAUGen_t_00234a50_p128pod@@PAU1@00ABUrandom_access_iterator_tag@0@PAH@Z,0x00233B60,79,Code/gen_small/tgrid_133.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00235d70@@UAE@XZ,0x00234D60,102,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
?bfmeReleaseOld@Gen_0023E120@@QAEXXZ,0x0023DD00,64,Code/GameEngine/Source/Common/Bfme5VectorReserves.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert_overflow@?$vector@UGen_t_00244990_p16cd@@V?$allocator@UGen_t_00244990_p16cd@@@_STL@@@_STL@@IAEXPAUGen_t_00244990_p16cd@@ABU3@ABU__false_type@2@I_N@Z,0x00240070,305,Code/gen_small/tgrid_108.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert_overflow@?$vector@URva00244A80Element@@V?$allocator@URva00244A80Element@@@_STL@@@_STL@@IAEXPAURva00244A80Element@@ABU3@ABU__false_type@2@I_N@Z,0x00240230,335,Code/Libraries/Source/WWVegas/WWLib/RvaVectorPushBack.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00240880@@UAE@XZ,0x00240590,162,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert_overflow@?$vector@UGen_t_00247f80_p4cd@@V?$allocator@UGen_t_00247f80_p4cd@@@_STL@@@_STL@@IAEXPAUGen_t_00247f80_p4cd@@ABU3@ABU__false_type@2@I_N@Z,0x00247180,268,Code/gen_small/tgrid_109.cpp,reloc-derived;call-sites=1;identity=generated
?handle@Gen002475A0@@QAEXPAVFlagPairTarget@@@Z,0x002475A0,1807,Code/GameEngine/Source/Common/FlagPairThenDirectCallers.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0024d4b0@@UAE@XZ,0x0024D2D0,87,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0024ea90@@UAE@XZ,0x0024E8E0,141,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00250710@@UAE@XZ,0x00250640,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00250850@@UAE@XZ,0x00250660,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002512f0@@UAE@XZ,0x00251200,116,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00251800@@UAE@XZ,0x00251690,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??0?$pair@$$CBUGen_t_00252ab0_k4@@UGen_t_00252ab0_p12cd@@@_STL@@QAE@ABU01@@Z,0x00252A50,73,Code/gen_small/tgrid_109.cpp,reloc-derived;call-sites=1;identity=generated
??$__copy_backward@PAUGen_t_00252ce0_p128pod@@PAU1@H@_STL@@YAPAUGen_t_00252ce0_p128pod@@PAU1@00ABUrandom_access_iterator_tag@0@PAH@Z,0x00252C30,127,Code/gen_small/tgrid_133.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert_overflow@?$vector@URva00253630Element@@V?$allocator@URva00253630Element@@@_STL@@@_STL@@IAEXPAURva00253630Element@@ABU3@ABU__false_type@2@I_N@Z,0x00253140,280,Code/Libraries/Source/WWVegas/WWLib/RvaVectorPushBack.cpp,reloc-derived;call-sites=1;identity=real
?isDieApplicable@DieMuxData@@QBE_NPBVObject@@PBVDamageInfo@@@Z,0x002551F0,241,Code/GameEngine/Source/GameLogic/Object/Die/SpecialPowerCompletionDie.cpp,reloc-derived;call-sites=2;identity=real
??1Gen_dtor_00256940@@UAE@XZ,0x00256890,96,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_001c0e70@@UAE@XZ,0x00256C60,25,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_001c55f0@@UAE@XZ,0x002570C0,146,Code/gen_small/dtors_002.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert_overflow@?$vector@UGen_t_002619d0_p8pod@@V?$allocator@UGen_t_002619d0_p8pod@@@_STL@@@_STL@@IAEXPAUGen_t_002619d0_p8pod@@ABU3@ABU__false_type@2@I_N@Z,0x00261750,302,Code/gen_small/tgrid_133.cpp,reloc-derived;call-sites=1;identity=generated
?gen00261920@@YAXPAX00H0@Z,0x00261920,123,Code/GameEngine/Source/Common/ConstantZeroForwarders.cpp,reloc-derived;call-sites=1;identity=generated
?Gen00261AE0@@YAXPAUQ3SortElem8@@00HUQ3SortCompare@@@Z,0x00261AE0,229,Code/GameEngine/Source/Common/Q3IntrosortFamilies.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert_overflow@?$vector@UGen_t_00262280_p16cd@@V?$allocator@UGen_t_00262280_p16cd@@@_STL@@@_STL@@IAEXPAUGen_t_00262280_p16cd@@ABU3@ABU__false_type@2@I_N@Z,0x00262120,267,Code/gen_small/tgrid_109.cpp,reloc-derived;call-sites=1;identity=generated
?buildFieldParse@Gen0002AF8B@@SAXAAVWideMulti@@@Z,0x002683D0,745,Code/GameEngine/Source/Common/WideBuildFieldParse.cpp,reloc-derived;call-sites=17;identity=generated
?destroyPath@AIUpdateInterface@@QAEXXZ,0x0026F080,70,Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate.cpp,reloc-derived;call-sites=1;identity=real
?requestSafePath@AIUpdateInterface@@QAEXW4ObjectID@@@Z,0x002709B0,316,Code/GameEngine/Source/GameLogic/AI/AIMoveAwayFromRepulsorsState_onEnter_Thunk.cpp,reloc-derived;call-sites=1;identity=real
?bfmeFind@BfmeFinder@@QAEPAXXZ,0x00272F70,105,Code/GameEngine/Source/Common/S3BitSetAndFind.cpp,reloc-derived;call-sites=3;identity=real
?bfmeStateFlags@BfmeObjectAI@@QAEIXZ,0x00279780,136,Code/GameEngine/Source/GameLogic/AI/AI_getAdjustedVisionRangeForObject.cpp,reloc-derived;call-sites=1;identity=real
??1GiantBirdMemberA@@QAE@XZ,0x0027AF40,146,Code/GameEngine/Source/Common/GiantBirdAIUpdateDestructorThunk.cpp,reloc-derived;call-sites=1;identity=real
?attackOrdinaryTarget@AIStateTargetDispatch@@QAEXPAVThing@@@Z,0x0027CF60,972,Code/GameEngine/Source/GameLogic/AI/AIUpdateTargetDispatch_Thunk.cpp,reloc-derived;call-sites=1;identity=real
?setAttitude@AIUpdateInterface@@QAEXW4AttitudeType@@@Z,0x0027DEF0,128,Code/GameEngine/Source/GameLogic/AI/AIGroup_setAttitude.cpp,reloc-derived;call-sites=1;identity=real
?attackOptimizedTarget@AIStateTargetDispatch@@QAEXPAVThing@@@Z,0x0027E070,194,Code/GameEngine/Source/GameLogic/AI/AIUpdateTargetDispatch_Thunk.cpp,reloc-derived;call-sites=1;identity=real
??1Mem0027E9C0@@QAE@XZ,0x0027E9C0,227,Code/GameEngine/Source/Common/BigTwoMemberDtors.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_0027fcb0@@UAE@XZ,0x0027FAF0,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00280eb0@@UAE@XZ,0x00280CD0,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
?awardInitialCaptureBonus@AutoDepositUpdate@@QAEXPAVPlayer@@@Z,0x00280EE0,361,Code/GameEngine/Source/GameLogic/Player_becomingTeamMember_Thunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00281580@@UAE@XZ,0x002813E0,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
?scanClosestTarget@AutoFindHealingUpdate@@QAEPAVObject@@XZ,0x00281640,286,Code/GameEngine/Source/GameLogic/Object/Update/AutoFindHealingUpdate.cpp,reloc-derived;call-sites=1;identity=real
?_M_insert_overflow@?$vector@UGen_t_00282af0_p12pod@@V?$allocator@UGen_t_00282af0_p12pod@@@_STL@@@_STL@@IAEXPAUGen_t_00282af0_p12pod@@ABU3@ABU__false_type@2@I_N@Z,0x00282910,246,Code/gen_small/tgrid_109.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00283430@@UAE@XZ,0x00282E70,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??0BannerCarrierUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x00283330,76,Code/GameEngine/Source/GameLogic/AI/BannerCarrierUpdateFriendNewModuleInstanceThunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00287350@@UAE@XZ,0x00287380,96,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
?initTimes@BoneFXUpdate@@IAEXXZ,0x00288540,614,Code/GameEngine/Source/GameLogic/Object/Update/BoneFXUpdate.cpp,reloc-derived;call-sites=1;identity=real
?_M_insert_overflow@?$vector@UGen_t_00288ff0_m4pod@@V?$allocator@UGen_t_00288ff0_m4pod@@@_STL@@@_STL@@IAEXPAUGen_t_00288ff0_m4pod@@ABU3@ABU__false_type@2@I_N@Z,0x00288AF0,282,Code/gen_small/fam_019.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00289550@@UAE@XZ,0x00289030,242,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00289bb0@@UAE@XZ,0x00289B00,136,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0028a450@@UAE@XZ,0x0028A240,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0028ad70@@UAE@XZ,0x0028AC90,116,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0028c6b0@@UAE@XZ,0x0028C490,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0028c900@@UAE@XZ,0x0028C7B0,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0028d090@@UAE@XZ,0x0028CFB0,171,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0028d6d0@@UAE@XZ,0x0028D3A0,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00291b80@@UAE@XZ,0x00291890,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00292380@@UAE@XZ,0x002921D0,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00292810@@UAE@XZ,0x00292550,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002950a0@@UAE@XZ,0x00294EA0,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00295670@@UAE@XZ,0x002954C0,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00295c40@@UAE@XZ,0x00295AC0,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
?handle@Gen0003415D@@QAEXH@Z,0x00297820,89,Code/GameEngine/Source/Common/TinyIndexedForwarders.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002982a0@@UAE@XZ,0x00297DE0,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00298a70@@UAE@XZ,0x00298870,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0029ac10@@UAE@XZ,0x0029AA30,172,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
?applyMotiveForce@PhysicsBehavior@@QAEXPBUCoord3D@@@Z,0x0029AC40,990,Code/GameEngine/Source/Common/ApplyRandomForceNuggetCreateThunk.cpp,reloc-derived;call-sites=1;identity=real
?removeEntry@ProductionUpdate@@AAEXPAVProductionEntry@@@Z,0x0029D210,159,Code/GameEngine/Source/GameLogic/Object/Update/ProductionUpdateDestructor.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_0029ff70@@UAE@XZ,0x0029FDF0,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002a02f0@@UAE@XZ,0x002A0180,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002a1170@@UAE@XZ,0x002A0C90,194,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002a16c0@@UAE@XZ,0x002A16F0,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert@?$_Rb_tree@IU?$pair@$$CBIURva002A1E90Value@@@_STL@@U?$_Select1st@U?$pair@$$CBIURva002A1E90Value@@@_STL@@@2@U?$less@I@2@V?$allocator@U?$pair@$$CBIURva002A1E90Value@@@_STL@@@2@@_STL@@AAE?AU?$_Rb_tree_iterator@U?$pair@$$CBIURva002A1E90Value@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBIURva002A1E90Value@@@_STL@@@2@@2@PAU_Rb_tree_node_base@2@0ABU?$pair@$$CBIURva002A1E90Value@@@2@0@Z,0x002A1C20,227,Code/Libraries/Source/WWVegas/WWLib/RvaTreeInsertUniqueUnsigned.cpp,reloc-derived;call-sites=1;identity=generated
?onExit@SpecialAbilityUpdate@@AAEX_N0@Z,0x002A8540,814,Code/GameEngine/Source/GameLogic/Object/Update/SpecialAbilityUpdateDestructor.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_002ab080@@UAE@XZ,0x002AAEF0,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002ab620@@UAE@XZ,0x002AB3B0,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002acd50@@UAE@XZ,0x002AC070,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
?getCollapseHeight@StructureCollapseRetailLayout@@QAEMXZ,0x002AE680,110,Code/GameEngine/Source/GameLogic/Object/Update/StructureCollapseUpdate.cpp,reloc-derived;call-sites=1;identity=real
?_M_insert_overflow@?$vector@UGen_t_002b0940_p8pod@@V?$allocator@UGen_t_002b0940_p8pod@@@_STL@@@_STL@@IAEXPAUGen_t_002b0940_p8pod@@ABU3@ABU__false_type@2@I_N@Z,0x002B0710,302,Code/gen_small/tgrid_133.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002b0c30@@UAE@XZ,0x002B0A70,25,Code/gen_small/dtors_003.cpp,reloc-derived;call-sites=1;identity=generated
?applyTopplingForce@ToppleUpdate@@QAEXPBUCoord3D@@MI@Z,0x002B1BC0,832,Code/GameEngine/Source/GameLogic/Object/Object.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_002b55d0@@UAE@XZ,0x002B53E0,113,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1GiantBirdNestedTail@@QAE@XZ,0x002C2280,219,Code/GameEngine/Source/Common/GiantBirdAIUpdateDestructorThunk.cpp,reloc-derived;call-sites=2;identity=real
?computeApproachPosition@DockUpdate@@IAE?AUCoord3D@@HPAVObject@@@Z,0x002CB740,453,Code/GameEngine/Source/GameLogic/Object/Update/DockUpdate/DockUpdate.cpp,reloc-derived;call-sites=3;identity=real
??1Gen_dtor_002cd180@@UAE@XZ,0x002CCD10,281,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
?unloadNext@RailedTransportDockUpdate@@IAEXXZ,0x002CE600,277,Code/GameEngine/Source/GameLogic/Object/Update/DockUpdate/RailedTransportDockUpdate.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_002d18c0@@UAE@XZ,0x002D17A0,133,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
?initializeBonePositions@SpawnPointProductionExitUpdate@@AAEXXZ,0x002D18F0,1457,Code/GameEngine/Source/GameLogic/Object/Update/ProductionExitUpdate/SpawnPointProductionExitUpdate.cpp,reloc-derived;call-sites=2;identity=real
??1Gen_dtor_002d2bb0@@UAE@XZ,0x002D2A60,32,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002d2fa0@@UAE@XZ,0x002D2E30,32,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002d33b0@@UAE@XZ,0x002D3080,141,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??0W3DOverlordTankDrawModuleData@@QAE@XZ,0x002D3640,90,Code/GameEngineDevice/Source/W3DDevice/Common/Thing/W3DModuleFactory.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_002d3740@@UAE@XZ,0x002D36B0,113,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002d3900@@UAE@XZ,0x002D3770,32,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002d3f20@@UAE@XZ,0x002D3DA0,32,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002d42a0@@UAE@XZ,0x002D40E0,32,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??0GenerateMinefieldBehaviorModuleData@@QAE@XZ,0x002D4B30,123,Code/GameEngine/Source/Common/Thing/ModuleFactory.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_002d4bd0@@UAE@XZ,0x002D4C00,150,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002d4e20@@UAE@XZ,0x002D4CC0,32,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002d50d0@@UAE@XZ,0x002D4F50,32,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002d5380@@UAE@XZ,0x002D5240,32,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002d6020@@UAE@XZ,0x002D5E90,32,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002d6260@@UAE@XZ,0x002D6110,32,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002d64a0@@UAE@XZ,0x002D6320,32,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002d67d0@@UAE@XZ,0x002D6650,32,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002d6e30@@UAE@XZ,0x002D6B80,56,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002d7860@@UAE@XZ,0x002D76F0,32,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002d7ba0@@UAE@XZ,0x002D7A20,32,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002d7ed0@@UAE@XZ,0x002D7D50,32,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002d8100@@UAE@XZ,0x002D7FC0,32,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002d84b0@@UAE@XZ,0x002D81F0,32,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002d94e0@@UAE@XZ,0x002D9340,32,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002d9860@@UAE@XZ,0x002D96E0,32,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002da420@@UAE@XZ,0x002DA2D0,32,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_002da5e0@@UAE@XZ,0x002DA4A0,32,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??0Made001E5A20@@QAE@XZ,0x002DAC10,40,Code/GameEngine/Source/Common/Q4MakeNotifyLink.cpp,reloc-derived;call-sites=1;identity=real
?_M_insert_overflow@?$vector@UGen_t_002dc5f0_p8pod@@V?$allocator@UGen_t_002dc5f0_p8pod@@@_STL@@@_STL@@IAEXPAUGen_t_002dc5f0_p8pod@@ABU3@ABU__false_type@2@I_N@Z,0x002DC3D0,264,Code/gen_small/tgrid_133.cpp,reloc-derived;call-sites=1;identity=generated
?q4Notify001E6240@@YAXPAXPAVMade001E6240@@HH@Z,0x002DCF10,76,Code/GameEngine/Source/Common/Q4MakeNotifyLink.cpp,reloc-derived;call-sites=1;identity=real
??0Made001E5AF0@@QAE@XZ,0x002DED90,97,Code/GameEngine/Source/Common/Q4MakeNotifyLink.cpp,reloc-derived;call-sites=1;identity=real
?Gen002DFFD0@@YAXPAX0000@Z,0x002DFFD0,80,Code/GameEngine/Source/Common/Q2TrailingZeroForwarders.cpp,reloc-derived;call-sites=1;identity=generated
?gen002E0CD0@@YAXPAX00HH@Z,0x002E0CD0,118,Code/GameEngine/Source/Common/ConstantZeroForwarders.cpp,reloc-derived;call-sites=1;identity=generated
?gen002E0D70@@YAXPAX0H0@Z,0x002E0D70,66,Code/GameEngine/Source/Common/ConstantZeroForwarders.cpp,reloc-derived;call-sites=1;identity=generated
??$__linear_insert@PAUS4SortElem12@@U1@US4Cmp002E1690@@@_STL@@YAXPAUS4SortElem12@@0U1@US4Cmp002E1690@@@Z,0x002E0FE0,177,Code/Libraries/Source/WWVegas/WWLib/stlport_insertion_sort_s4sortelem12.cpp,reloc-derived;call-sites=1;identity=real
?gen002E1710@@YAXPAX00H0@Z,0x002E1710,129,Code/GameEngine/Source/Common/ConstantZeroForwarders.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert_overflow@?$vector@UGen_t_002e19c0_p12cd@@V?$allocator@UGen_t_002e19c0_p12cd@@@_STL@@@_STL@@IAEXPAUGen_t_002e19c0_p12cd@@ABU3@ABU__false_type@2@I_N@Z,0x002E1820,281,Code/gen_small/tgrid_109.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert_overflow@?$vector@UGen_t_002e20c0_p12cd@@V?$allocator@UGen_t_002e20c0_p12cd@@@_STL@@@_STL@@IAEXPAUGen_t_002e20c0_p12cd@@ABU3@ABU__false_type@2@I_N@Z,0x002E1DA0,281,Code/gen_small/tgrid_110.cpp,reloc-derived;call-sites=1;identity=generated
?BfmeRva002E7C50TailCopy@_STL@@YAPAVRva002E7C50Element@@PAV2@00ABU__false_type@1@@Z,0x002E3050,48,Code/GameEngine/Source/Common/Rva002E7C50VectorInsertOverflowBody.cpp,reloc-derived;call-sites=1;identity=generated
??0BfmeSortElem20Tail@@QAE@ABV0@@Z,0x002E7320,192,Code/Libraries/Source/WWVegas/WWLib/stlport_insertion_sort_s4sortelem20.cpp,reloc-derived;call-sites=1;identity=real
?_M_insert_overflow@?$vector@UGen_t_002e8eb0_m4pod@@V?$allocator@UGen_t_002e8eb0_m4pod@@@_STL@@@_STL@@IAEXPAUGen_t_002e8eb0_m4pod@@ABU3@ABU__false_type@2@I_N@Z,0x002E7940,282,Code/gen_small/fam_019.cpp,reloc-derived;call-sites=1;identity=generated
